uf75-0100 26573 1 2 3 -4 -5 6 -7 8 -9 10 11 -12 -13 14 -15 16 17 -18 -19 -20 -21 22 23 -24 25 26 27 28 29 30 31 -32 -33 34 -35 -36 37 -38 39 -40 41 42 43 -44 45 46 -47 48 49 50 51 -52 53 54 -55 56 -57 -58 59 60 61 62 63 -64 65 66 67 -68 -69 70 71 72 -73 -74 -75 0
uf75-010 18638 1 2 -3 4 5 6 -7 8 9 -10 11 12 13 -14 -15 -16 -17 -18 19 -20 -21 22 23 -24 25 26 27 28 29 30 -31 32 33 -34 -35 36 -37 38 -39 40 41 42 -43 44 45 -46 47 48 -49 -50 -51 -52 -53 54 -55 -56 57 58 59 60 -61 -62 -63 -64 -65 66 -67 -68 -69 70 71 72 -73 74 -75 0
uf75-011 24430 1 2 3 4 -5 -6 7 -8 -9 10 11 -12 -13 -14 15 -16 -17 -18 19 20 21 -22 23 24 -25 26 -27 -28 29 -30 -31 -32 -33 34 35 -36 -37 -38 -39 40 41 42 -43 44 45 46 -47 48 -49 50 51 52 53 54 55 56 57 -58 59 60 61 -62 63 64 65 66 -67 68 69 70 -71 -72 -73 -74 -75 0
uf75-012 26137 -1 -2 3 -4 -5 6 7 8 9 10 -11 -12 13 -14 -15 16 -17 -18 19 20 -21 22 23 -24 25 -26 -27 28 29 30 31 32 -33 34 35 36 37 38 -39 -40 -41 42 43 44 45 46 -47 -48 -49 50 -51 52 -53 54 -55 -56 -57 58 59 -60 -61 62 63 64 65 -66 -67 -68 -69 -70 71 72 73 -74 75 0
uf75-013 24689 -1 2 3 4 5 6 -7 -8 -9 10 11 -12 13 -14 15 16 17 -18 -19 20 21 22 -23 -24 25 26 27 28 29 -30 31 32 33 34 -35 36 37 38 39 -40 -41 42 43 -44 -45 -46 47 48 -49 50 51 52 53 -54 55 -56 -57 58 -59 60 61 62 -63 -64 -65 66 67 68 69 70 71 72 73 -74 -75 0
uf75-014 24016 -1 -2 -3 -4 -5 6 -7 -8 -9 10 -11 12 13 -14 -15 16 17 18 19 20 21 22 23 24 -25 -26 27 28 29 30 -31 -32 -33 34 35 36 37 38 -39 -40 41 42 43 -44 45 46 -47 48 -49 50 -51 -52 53 54 -55 56 57 58 -59 60 -61 62 -63 64 65 -66 -67 68 -69 70 71 72 -73 -74 75 0
uf75-015 26123 1 2 3 4 5 6 -7 -8 -9 -10 -11 -12 13 14 -15 -16 -17 -18 -19 -20 -21 22 23 24 25 26 27 28 -29 -30 31 32 33 34 35 36 -37 38 39 -40 -41 42 43 44 45 -46 -47 48 -49 -50 51 -52 53 54 -55 56 57 58 59 -60 -61 -62 63 -64 65 -66 -67 -68 69 70 71 72 -73 74 75 0
uf75-016 25071 -1 -2 3 4 5 6 7 -8 9 10 -11 12 13 14 -15 16 -17 18 -19 20 -21 22 -23 -24 25 26 -27 -28 -29 -30 31 -32 -33 34 -35 36 37 38 -39 -40 41 -42 -43 44 -45 46 -47 48 49 -50 -51 -52 53 -54 -55 56 -57 -58 59 60 61 62 -63 64 65 -66 -67 68 -69 70 71 72 73 -74 75 0
uf75-017 21278 -1 -2 3 4 -5 6 -7 8 -9 -10 -11 12 13 -14 15 16 -17 18 -19 -20 21 -22 -23 -24 25 26 -27 -28 29 -30 31 -32 -33 -34 -35 36 -37 -38 -39 -40 -41 42 43 44 -45 46 47 48 49 50 51 52 53 54 55 56 57 58 -59 -60 -61 -62 63 -64 65 66 67 -68 69 70 71 72 73 -74 75 0
uf75-018 22180 1 -2 3 -4 5 6 7 -8 9 -10 -11 12 -13 -14 15 -16 -17 -18 -19 20 21 -22 -23 24 25 26 27 28 29 -30 -31 32 33 34 35 36 37 -38 39 -40 -41 42 43 -44 45 -46 -47 48 49 50 51 -52 53 54 -55 -56 57 58 -59 60 -61 62 63 64 65 -66 -67 -68 -69 70 71 -72 -73 -74 75 0
uf75-019 25800 -1 2 3 4 -5 6 -7 -8 9 -10 11 -12 13 -14 15 16 -17 18 -19 20 21 22 23 -24 -25 26 27 28 29 30 31 32 33 34 35 -36 37 -38 39 -40 -41 -42 43 -44 -45 -46 47 48 49 50 51 -52 -53 54 55 -56 -57 -58 -59 -60 61 -62 -63 -64 -65 -66 67 -68 -69 70 -71 -72 73 74 75 0
uf75-01 20466 1 2 3 4 5 6 -7 -8 9 10 -11 -12 -13 -14 15 -16 17 -18 -19 -20 -21 -22 -23 24 -25 26 27 -28 29 -30 31 -32 33 34 35 36 -37 38 39 -40 -41 42 43 -44 -45 46 47 -48 49 -50 -51 -52 -53 -54 -55 56 57 -58 59 60 61 62 -63 64 65 -66 -67 68 69 70 -71 72 73 -74 -75 0
uf75-020 31523 1 -2 3 4 -5 6 7 8 9 10 11 12 13 14 -15 16 17 18 -19 -20 21 -22 23 24 -25 26 -27 28 29 -30 31 32 33 34 35 36 37 38 -39 40 41 42 -43 -44 -45 46 47 -48 -49 -50 51 -52 53 54 55 56 -57 58 -59 -60 -61 62 63 64 65 -66 -67 68 69 70 71 72 73 -74 75 0
uf75-021 28700 1 2 3 -4 -5 -6 -7 -8 9 10 11 12 13 14 15 -16 17 18 19 20 21 -22 23 24 25 26 27 -28 29 30 31 32 -33 34 -35 36 37 -38 39 40 41 42 43 44 45 -46 47 48 -49 50 -51 52 53 -54 55 56 57 -58 -59 -60 61 -62 -63 64 65 66 -67 68 69 -70 71 72 -73 74 75 0
uf75-022 24729 1 2 -3 4 5 -6 7 8 9 -10 11 12 13 -14 -15 16 17 18 -19 20 21 -22 23 24 -25 26 -27 -28 29 30 -31 -32 -33 34 35 36 37 -38 -39 -40 -41 42 43 44 45 -46 47 -48 49 -50 51 52 53 54 55 56 -57 58 59 60 61 62 -63 -64 -65 -66 -67 68 -69 70 -71 72 73 74 -75 0
uf75-023 22975 -1 2 3 -4 -5 6 -7 8 -9 -10 11 -12 13 14 15 -16 -17 -18 19 20 21 -22 -23 -24 25 -26 -27 -28 -29 30 31 32 33 -34 -35 -36 37 38 -39 -40 41 -42 43 -44 45 46 47 48 -49 50 51 52 53 -54 55 -56 57 -58 -59 -60 -61 62 63 64 65 66 67 -68 -69 70 71 72 73 -74 -75 0
uf75-024 20396 1 -2 -3 4 -5 -6 -7 -8 -9 -10 11 -12 -13 -14 -15 16 17 -18 19 -20 21 22 23 24 -25 -26 27 -28 29 30 31 -32 -33 34 -35 -36 37 -38 -39 40 41 42 -43 -44 45 -46 47 -48 49 -50 -51 52 53 54 55 56 57 58 59 -60 61 -62 -63 -64 65 66 -67 68 -69 -70 71 -72 -73 -74 75 0
uf75-025 28737 1 2 3 4 5 -6 7 -8 -9 10 11 12 13 14 -15 -16 -17 18 19 -20 -21 22 23 24 25 -26 27 28 29 30 31 32 33 34 -35 -36 37 38 39 40 41 -42 43 44 -45 46 47 48 49 50 51 -52 53 54 55 56 -57 58 59 -60 61 -62 63 -64 65 66 67 68 69 70 -71 72 -73 -74 75 0
uf75-026 19184 1 -2 3 4 -5 6 -7 -8 -9 10 -11 -12 13 14 15 16 -17 18 -19 -20 21 -22 -23 -24 25 26 -27 28 -29 -30 -31 -32 33 -34 35 -36 37 -38 39 -40 41 -42 -43 -44 -45 46 47 48 49 50 -51 52 53 54 55 56 -57 -58 59 -60 -61 62 -63 64 -65 66 -67 68 -69 -70 -71 72 -73 -74 75 0
uf75-027 20380 1 2 3 4 -5 6 7 8 -9 -10 11 -12 -13 -14 15 16 17 18 -19 20 -21 -22 23 -24 -25 -26 -27 -28 -29 -30 -31 32 -33 34 -35 -36 -37 -38 -39 40 41 42 -43 -44 45 -46 -47 -48 49 50 -51 52 53 54 -55 56 57 -58 -59 -60 61 62 63 64 65 -66 67 -68 69 70 71 72 73 -74 75 0
uf75-028 25348 -1 -2 -3 4 -5 6 7 8 -9 -10 11 12 13 14 15 -16 -17 18 -19 20 -21 -22 23 -24 25 26 -27 28 29 30 -31 32 -33 34 -35 36 -37 -38 39 40 -41 -42 43 44 45 -46 47 -48 -49 50 51 -52 53 54 55 56 -57 -58 59 -60 61 62 63 -64 65 66 -67 -68 69 -70 71 -72 73 -74 75 0
uf75-029 16731 -1 -2 -3 -4 -5 6 7 -8 9 -10 11 12 -13 -14 15 -16 17 -18 19 20 -21 22 -23 -24 -25 -26 -27 28 -29 30 -31 -32 -33 -34 -35 -36 37 38 39 -40 41 42 -43 -44 -45 46 47 48 -49 -50 51 52 -53 -54 -55 56 -57 58 59 -60 -61 62 63 -64 -65 -66 -67 -68 69 70 71 -72 73 -74 -75 0
